-0.0	9.919373723414219e-8	4.9596868617071094e-8	-1.0357174861361135e-30
9.91937372341422e-8	2.0037134921296725e-7	1.4978254322355473e-7	-1.0357174759909938e-30
2.00371349212967e-7	3.0357251343136854e-7	2.519719313221678e-7	-1.0357174654884245e-30
3.0357251343136807e-7	4.088377009341377e-7	3.562051071827529e-7	-1.035717453806915e-30
4.088377009341377e-7	5.162081921869627e-7	4.6252294656055024e-7	-1.0357174411965436e-30
5.162081921869638e-7	6.257260932648454e-7	5.709671427259046e-7	-1.03571742786117e-30
6.257260932648453e-7	7.374343523642845e-7	6.815802228145649e-7	-1.035717413926738e-30
7.374343523642839e-7	8.513767766457119e-7	7.944055645049979e-7	-1.0357173994634339e-30
8.51376776645712e-7	9.675980494127686e-7	9.094874130292403e-7	-1.0357173845899098e-30
9.675980494127692e-7	1.086143747635167e-6	1.0268708985239682e-6	-1.0357173693718373e-30
1.0861437476351668e-6	1.2070603598220126e-6	1.1466020537285897e-6	-1.0357173538406311e-30
1.207060359822013e-6	1.3303953042525957e-6	1.2687278320373044e-6	-1.0357173380122097e-30
1.3303953042525949e-6	1.4561969475717893e-6	1.3932961259121921e-6	-1.0357173218934082e-30
1.4561969475717904e-6	1.5845146237573688e-6	1.5203557856645796e-6	-1.0357173054834711e-30
1.5845146237573686e-6	1.7153986534666586e-6	1.6499566386120136e-6	-1.035717288772113e-30
1.715398653466658e-6	1.8489003637701337e-6	1.7821495086183957e-6	-1.0357172717404788e-30
1.848900363770134e-6	1.985072108279679e-6	1.9169862360249067e-6	-1.03571725438543e-30
1.9850721082796787e-6	2.123967287679415e-6	2.0545196979795468e-6	-1.0357172366870147e-30
2.1239672876794152e-6	2.265640370667146e-6	2.194803829173281e-6	-1.0357172186386094e-30
2.265640370667147e-6	2.4101469153146326e-6	2.3378936429908897e-6	-1.0357172002273525e-30
2.410146915314632e-6	2.5575435908550675e-6	2.48384525308485e-6	-1.0357171814442619e-30
2.5575435908550666e-6	2.707888199906311e-6	2.6327158953806888e-6	-1.0357171622818576e-30
2.707888199906311e-6	2.86123970113858e-6	2.784563950522445e-6	-1.0357171427305198e-30
2.8612397011385802e-6	3.0176582323954945e-6	2.9394489667670376e-6	-1.0357171227826477e-30
3.017658232395496e-6	3.1772051342775486e-6	3.097431683336522e-6	-1.0357171024312005e-30
3.1772051342775477e-6	3.3399429741972416e-6	3.2585740542373947e-6	-1.035717081671594e-30
3.3399429741972416e-6	3.5059355709153295e-6	3.4229392725562855e-6	-1.0357170605037624e-30
3.50593557091533e-6	3.6752480195677795e-6	3.5905917952415547e-6	-1.035717038919221e-30
3.6752480195677787e-6	3.847946717193278e-6	3.761597368380528e-6	-1.0357170169100348e-30
3.847946717193277e-6	4.024099388771285e-6	3.936023052982281e-6	-1.035716994468562e-30
4.024099388771287e-6	4.203775113780856e-6	4.113937251276072e-6	-1.0357169715827438e-30
4.203775113780856e-6	4.387044353290616e-6	4.295409733535736e-6	-1.0357169482395296e-30
4.387044353290615e-6	4.573978977590571e-6	4.4805116654405935e-6	-1.0357169244286898e-30
4.573978977590571e-6	4.764652294376526e-6	4.669315635983549e-6	-1.0357169001407638e-30
4.764652294376526e-6	4.9591390774982e-6	4.861895685937363e-6	-1.0357168753640734e-30
4.9591390774982e-6	5.157515596282307e-6	5.058327336890254e-6	-1.0357168500865228e-30
5.157515596282306e-6	5.359859645442096e-6	5.258687620862201e-6	-1.035716824298168e-30
5.359859645442096e-6	5.566250575585082e-6	5.4630551105135885e-6	-1.0357167979966217e-30
